Timestamp,Temperature,Humidity,CO2
2025-04-26 00:51:30,27.2,59.92,677.53
2025-04-26 00:52:00,26.25,60.74,673.46
2025-04-26 00:52:30,26.25,61.44,677.36
2025-04-26 00:53:00,25.23,59.71,685.09
2025-04-26 00:53:30,25.88,62.56,703.12
2025-04-26 00:54:00,24.85,63.71,683.96
2025-04-26 00:54:30,25.66,64.09,672.54
2025-04-26 00:55:00,26.66,65.06,653.63
2025-04-26 00:55:30,26.81,63.96,654.75
2025-04-26 00:56:00,26.58,66.02,640.51
2025-04-26 00:56:30,26.74,68.75,632.24
2025-04-26 00:57:00,26.84,69.05,625.35
2025-04-26 00:57:30,27.17,69.19,615.91
2025-04-26 00:58:00,28.05,70.38,614.24
2025-04-26 00:58:30,27.73,69.2,626.55
2025-04-26 00:59:00,27.65,69.89,624.7
2025-04-26 00:59:30,27.96,69.72,632.34
2025-04-26 01:00:00,27.87,70.96,639.06
2025-04-26 01:00:30,27.81,69.67,629.66
2025-04-26 01:01:00,27.44,68.2,1507.19
2025-04-26 01:01:30,27.42,70.55,661.11
2025-04-26 01:02:00,27.43,68.23,657.3
2025-04-26 01:02:30,27.39,66.0,654.79
2025-04-26 01:03:00,27.54,65.31,647.11
2025-04-26 01:03:30,27.16,67.99,645.51
2025-04-26 01:04:00,26.74,67.43,655.06
2025-04-26 01:04:30,26.4,68.15,662.34
2025-04-26 01:05:00,26.78,70.25,656.83
2025-04-26 01:05:30,27.34,69.06,652.87
2025-04-26 01:06:00,27.94,70.3,652.89
2025-04-26 01:06:30,27.34,71.14,646.58
2025-04-26 01:07:00,26.88,70.17,649.05
2025-04-26 01:07:30,25.82,70.71,650.79
2025-04-26 01:08:00,25.53,72.26,656.9
2025-04-26 01:08:30,25.23,71.26,663.85
2025-04-26 01:09:00,24.47,70.76,657.54
2025-04-26 01:09:30,24.5,71.08,657.91
2025-04-26 01:10:00,25.07,71.42,654.76
2025-04-26 01:10:30,24.47,72.5,660.04
2025-04-26 01:11:00,25.19,71.38,660.31
2025-04-26 01:11:30,25.16,71.25,1587.73
2025-04-26 01:12:00,24.3,72.49,666.94
2025-04-26 01:12:30,24.87,75.86,663.75
2025-04-26 01:13:00,24.85,75.88,683.17
2025-04-26 01:13:30,23.99,76.6,668.47
2025-04-26 01:14:00,22.69,73.57,654.65
2025-04-26 01:14:30,23.23,72.27,652.37
2025-04-26 01:15:00,22.65,73.19,641.35
2025-04-26 01:15:30,23.31,71.7,633.71
2025-04-26 01:16:00,23.37,71.73,647.95
2025-04-26 01:16:30,23.43,69.92,642.35
2025-04-26 01:17:00,23.14,71.01,646.19
2025-04-26 01:17:30,23.08,72.31,640.9
2025-04-26 01:18:00,23.01,72.59,656.18
2025-04-26 01:18:30,22.96,72.06,645.73
2025-04-26 01:19:00,23.31,71.18,649.16
2025-04-26 01:19:30,22.36,72.74,635.84
2025-04-26 01:20:00,21.97,74.33,622.5
2025-04-26 01:20:30,21.93,74.44,612.51
2025-04-26 01:21:00,22.6,76.69,592.8
2025-04-26 01:21:30,21.88,77.9,579.77
2025-04-26 01:22:00,21.68,78.1,586.69
2025-04-26 01:22:30,21.57,78.24,578.92
2025-04-26 01:23:00,22.22,77.5,582.32
2025-04-26 01:23:30,21.96,77.66,580.63
2025-04-26 01:24:00,21.88,76.14,588.6
2025-04-26 01:24:30,22.59,76.5,595.92
2025-04-26 01:25:00,23.0,77.89,598.95
2025-04-26 01:25:30,23.11,79.19,599.64
2025-04-26 01:26:00,22.62,79.22,580.76
2025-04-26 01:26:30,22.62,79.84,593.12
2025-04-26 01:27:00,22.7,81.24,593.11
2025-04-26 01:27:30,22.18,79.12,583.42
2025-04-26 01:28:00,21.5,80.07,581.34
2025-04-26 01:28:30,21.79,80.18,591.78
2025-04-26 01:29:00,22.32,79.21,589.04
2025-04-26 01:29:30,22.05,76.78,595.79
2025-04-26 01:30:00,22.64,76.77,590.86
2025-04-26 01:30:30,23.19,73.25,592.63
2025-04-26 01:31:00,23.26,72.4,606.55
2025-04-26 01:31:30,23.75,72.0,605.68
2025-04-26 01:32:00,23.55,71.24,592.6
2025-04-26 01:32:30,24.24,72.78,600.58
2025-04-26 01:33:00,23.7,75.9,620.38
2025-04-26 01:33:30,23.79,74.54,611.72
2025-04-26 01:34:00,24.0,73.17,611.38
2025-04-26 01:34:30,24.54,70.91,631.43
2025-04-26 01:35:00,25.33,69.06,617.3
2025-04-26 01:35:30,25.19,67.51,614.66
2025-04-26 01:36:00,23.89,67.17,632.69
2025-04-26 01:36:30,23.34,66.76,617.79
2025-04-26 01:37:00,23.66,66.42,637.2
2025-04-26 01:37:30,23.76,65.86,642.7
2025-04-26 01:38:00,23.51,63.85,645.72
2025-04-26 01:38:30,23.42,64.1,649.48
2025-04-26 01:39:00,23.16,64.73,666.85
2025-04-26 01:39:30,22.61,67.34,664.43
2025-04-26 01:40:00,22.23,70.98,665.98
2025-04-26 01:40:30,22.91,72.21,649.17
2025-04-26 01:41:00,22.97,71.42,635.75
2025-04-26 01:41:30,22.09,71.57,641.65
2025-04-26 01:42:00,22.28,71.12,633.67
2025-04-26 01:42:30,21.79,70.28,623.34
2025-04-26 01:43:00,21.69,70.25,614.38
2025-04-26 01:43:30,21.57,69.11,614.33
2025-04-26 01:44:00,21.82,69.37,619.06
2025-04-26 01:44:30,21.0,68.81,621.82
2025-04-26 01:45:00,21.32,66.41,623.41
2025-04-26 01:45:30,21.92,66.14,622.47
2025-04-26 01:46:00,22.15,66.51,629.21
2025-04-26 01:46:30,22.18,66.74,621.39
2025-04-26 01:47:00,22.1,68.62,619.35
2025-04-26 01:47:30,22.01,67.88,627.22
2025-04-26 01:48:00,21.59,69.25,617.85
2025-04-26 01:48:30,21.06,69.56,619.15
2025-04-26 01:49:00,21.21,71.15,615.03
2025-04-26 01:49:30,21.43,69.79,627.62
2025-04-26 01:50:00,21.74,70.59,629.5
2025-04-26 01:50:30,21.35,70.1,634.51
2025-04-26 01:51:00,21.34,70.29,620.92
2025-04-26 01:51:30,21.43,69.25,610.08
2025-04-26 01:52:00,21.35,66.46,617.07
2025-04-26 01:52:30,21.78,66.38,607.13
2025-04-26 01:53:00,21.31,66.16,582.89
2025-04-26 01:53:30,21.4,67.15,579.77
2025-04-26 01:54:00,21.15,67.43,583.28
2025-04-26 01:54:30,21.7,67.45,576.38
2025-04-26 01:55:00,21.47,67.73,591.95
2025-04-26 01:55:30,21.31,66.15,583.24
2025-04-26 01:56:00,20.26,66.64,569.63
2025-04-26 01:56:30,20.0,63.68,558.45
2025-04-26 01:57:00,20.28,61.71,540.95
2025-04-26 01:57:30,20.37,61.2,545.28
2025-04-26 01:58:00,20.74,61.19,532.3
2025-04-26 01:58:30,20.68,61.94,526.47
2025-04-26 01:59:00,20.0,63.59,522.32
2025-04-26 01:59:30,20.0,63.62,532.62
2025-04-26 02:00:00,20.13,63.12,539.44
2025-04-26 02:00:30,21.21,65.2,546.17
2025-04-26 02:01:00,20.64,70.83,534.18
2025-04-26 02:01:30,20.46,69.78,550.45
2025-04-26 02:02:00,20.67,67.64,553.13
2025-04-26 02:02:30,20.94,67.16,1099.32
2025-04-26 02:03:00,20.58,66.5,541.15
2025-04-26 02:03:30,20.32,67.61,531.66
2025-04-26 02:04:00,20.0,66.5,545.14
2025-04-26 02:04:30,20.0,70.01,550.06
2025-04-26 02:05:00,20.0,68.76,552.49
2025-04-26 02:05:30,20.0,72.32,542.58
2025-04-26 02:06:00,20.34,74.51,541.49
2025-04-26 02:06:30,20.0,74.1,545.11
2025-04-26 02:07:00,20.44,74.18,531.11
2025-04-26 02:07:30,20.46,73.17,509.28
2025-04-26 02:08:00,20.11,71.02,515.15
2025-04-26 02:08:30,21.08,73.81,509.42
2025-04-26 02:09:00,20.85,74.85,520.03
2025-04-26 02:09:30,20.64,74.63,542.1
2025-04-26 02:10:00,20.59,73.9,543.3
2025-04-26 02:10:30,20.88,72.37,540.81
2025-04-26 02:11:00,20.29,71.95,559.58
2025-04-26 02:11:30,20.66,71.82,550.25
2025-04-26 02:12:00,20.51,73.39,544.63
2025-04-26 02:12:30,21.23,71.33,541.73
2025-04-26 02:13:00,22.1,68.32,553.62
2025-04-26 02:13:30,21.18,68.18,551.89
2025-04-26 02:14:00,21.59,63.45,532.71
2025-04-26 02:14:30,21.31,63.51,523.78
2025-04-26 02:15:00,21.2,61.73,519.77
2025-04-26 02:15:30,20.77,62.09,525.58
2025-04-26 02:16:00,21.49,61.11,522.4
2025-04-26 02:16:30,21.51,60.67,521.88
2025-04-26 02:17:00,20.73,61.22,512.73
2025-04-26 02:17:30,20.25,58.84,524.34
2025-04-26 02:18:00,20.18,60.57,527.07
2025-04-26 02:18:30,20.0,58.94,534.64
2025-04-26 02:19:00,20.0,57.31,532.85
2025-04-26 02:19:30,20.0,55.79,529.59
2025-04-26 02:20:00,20.0,51.9,534.62
2025-04-26 02:20:30,20.0,53.86,523.11
2025-04-26 02:21:00,20.0,55.64,507.26
2025-04-26 02:21:30,20.0,56.54,503.97
2025-04-26 02:22:00,20.0,56.82,502.02
2025-04-26 02:22:30,20.64,57.7,532.38
2025-04-26 02:23:00,20.0,57.67,521.72
2025-04-26 02:23:30,20.58,58.9,529.26
2025-04-26 02:24:00,20.19,57.78,508.96
2025-04-26 02:24:30,21.04,58.55,506.35
2025-04-26 02:25:00,21.51,59.67,516.1
2025-04-26 02:25:30,20.7,58.6,518.06
2025-04-26 02:26:00,20.88,60.04,507.97
2025-04-26 02:26:30,20.94,63.35,514.89
2025-04-26 02:27:00,21.38,63.32,522.57
2025-04-26 02:27:30,22.28,63.48,534.81
2025-04-26 02:28:00,21.84,64.36,543.85
2025-04-26 02:28:30,21.46,66.01,537.1
2025-04-26 02:29:00,21.06,66.01,556.42
2025-04-26 02:29:30,21.22,67.41,549.1
2025-04-26 02:30:00,21.25,65.65,543.39
2025-04-26 02:30:30,21.67,65.59,557.9
2025-04-26 02:31:00,21.57,65.29,570.67
2025-04-26 02:31:30,21.25,63.01,583.68
2025-04-26 02:32:00,21.45,59.77,584.12
2025-04-26 02:32:30,21.25,62.38,576.83
2025-04-26 02:33:00,20.96,61.02,566.29
2025-04-26 02:33:30,20.61,58.86,555.98
2025-04-26 02:34:00,20.0,56.62,540.39
2025-04-26 02:34:30,20.0,55.59,528.12
2025-04-26 02:35:00,20.24,55.52,523.8
2025-04-26 02:35:30,20.01,57.91,526.2
2025-04-26 02:36:00,20.24,54.03,519.66
2025-04-26 02:36:30,20.0,53.39,523.39
2025-04-26 02:37:00,20.0,54.17,513.17
2025-04-26 02:37:30,20.29,51.84,510.55
2025-04-26 02:38:00,20.5,52.64,509.28
2025-04-26 02:38:30,21.47,52.02,504.77
2025-04-26 02:39:00,20.09,54.67,501.08
2025-04-26 02:39:30,20.0,56.65,513.43
2025-04-26 02:40:00,20.05,54.5,517.62
2025-04-26 02:40:30,20.0,52.75,528.06
2025-04-26 02:41:00,20.0,53.6,532.65
2025-04-26 02:41:30,21.03,54.08,512.07
2025-04-26 02:42:00,20.61,54.18,515.62
2025-04-26 02:42:30,21.1,51.24,512.32
2025-04-26 02:43:00,21.58,53.56,530.93
2025-04-26 02:43:30,21.39,55.2,548.05
2025-04-26 02:44:00,21.99,56.29,556.33
2025-04-26 02:44:30,21.59,54.12,566.16
2025-04-26 02:45:00,21.42,54.08,560.37
2025-04-26 02:45:30,21.22,54.43,550.15
2025-04-26 02:46:00,21.26,54.8,549.38
2025-04-26 02:46:30,20.88,55.98,568.1
2025-04-26 02:47:00,20.58,57.83,577.0
2025-04-26 02:47:30,20.0,56.69,570.64
2025-04-26 02:48:00,20.39,56.97,575.38
2025-04-26 02:48:30,20.71,55.62,567.92
2025-04-26 02:49:00,20.1,55.36,566.72
2025-04-26 02:49:30,20.18,54.27,575.79
2025-04-26 02:50:00,20.64,56.59,582.9
2025-04-26 02:50:30,20.73,57.6,589.0
2025-04-26 02:51:00,20.41,59.54,606.19
2025-04-26 02:51:30,21.4,59.59,609.43
2025-04-26 02:52:00,21.61,59.58,615.62
2025-04-26 02:52:30,21.54,59.29,633.21
2025-04-26 02:53:00,21.63,59.39,642.03
2025-04-26 02:53:30,21.7,59.83,641.4
2025-04-26 02:54:00,21.09,59.79,630.03
2025-04-26 02:54:30,21.2,58.01,639.19
2025-04-26 02:55:00,21.57,58.43,638.19
2025-04-26 02:55:30,21.78,55.49,627.22
2025-04-26 02:56:00,21.71,56.0,626.43
2025-04-26 02:56:30,21.2,56.2,621.89
2025-04-26 02:57:00,20.67,56.7,619.79
2025-04-26 02:57:30,21.27,57.7,627.14
2025-04-26 02:58:00,21.43,56.43,617.78
2025-04-26 02:58:30,20.69,60.75,606.99
2025-04-26 02:59:00,20.59,60.21,604.18
2025-04-26 02:59:30,20.3,57.4,594.2
2025-04-26 03:00:00,20.0,57.21,587.35
2025-04-26 03:00:30,20.0,57.54,581.53
2025-04-26 03:01:00,20.47,56.96,583.78
2025-04-26 03:01:30,20.0,57.94,579.73
2025-04-26 03:02:00,20.2,58.44,577.99
2025-04-26 03:02:30,20.31,57.86,591.45
2025-04-26 03:03:00,20.78,58.59,579.65
2025-04-26 03:03:30,20.23,57.59,577.2
2025-04-26 03:04:00,20.45,56.24,588.97
2025-04-26 03:04:30,20.46,53.23,584.22
2025-04-26 03:05:00,20.0,52.1,578.73
2025-04-26 03:05:30,20.0,51.61,574.79
2025-04-26 03:06:00,20.0,53.86,586.94
2025-04-26 03:06:30,20.0,55.74,570.72
2025-04-26 03:07:00,20.0,58.03,548.33
2025-04-26 03:07:30,20.29,56.15,546.89
2025-04-26 03:08:00,20.2,58.7,538.78
2025-04-26 03:08:30,20.16,59.64,536.26
2025-04-26 03:09:00,20.0,59.55,537.2
2025-04-26 03:09:30,20.44,58.14,532.71
2025-04-26 03:10:00,20.6,57.88,530.85
2025-04-26 03:10:30,20.59,56.84,522.86
2025-04-26 03:11:00,20.82,55.2,534.51
2025-04-26 03:11:30,20.92,53.28,537.34
2025-04-26 03:12:00,21.01,54.43,548.93
2025-04-26 03:12:30,20.82,53.36,542.87
2025-04-26 03:13:00,20.33,52.25,545.71
2025-04-26 03:13:30,20.34,51.51,538.33
2025-04-26 03:14:00,20.52,50.76,527.93
2025-04-26 03:14:30,20.44,50.36,517.23
2025-04-26 03:15:00,20.85,51.63,517.64
2025-04-26 03:15:30,20.92,52.42,517.33
2025-04-26 03:16:00,21.36,54.9,518.13
2025-04-26 03:16:30,21.58,56.21,514.75
2025-04-26 03:17:00,21.02,57.57,499.07
2025-04-26 03:17:30,21.91,58.88,500.94
2025-04-26 03:18:00,21.94,61.5,491.48
2025-04-26 03:18:30,21.36,60.61,488.86
2025-04-26 03:19:00,20.86,60.84,490.22
2025-04-26 03:19:30,20.45,63.24,476.3
2025-04-26 03:20:00,20.0,63.81,474.23
2025-04-26 03:20:30,20.21,62.88,463.89
2025-04-26 03:21:00,20.0,61.85,469.14
2025-04-26 03:21:30,20.0,63.0,475.02
2025-04-26 03:22:00,20.52,64.35,482.87
2025-04-26 03:22:30,20.91,63.57,480.25
2025-04-26 03:23:00,20.0,64.01,473.51
2025-04-26 03:23:30,20.2,64.8,459.99
2025-04-26 03:24:00,20.0,64.28,454.81
2025-04-26 03:24:30,20.08,62.54,455.29
2025-04-26 03:25:00,20.0,59.31,462.45
2025-04-26 03:25:30,20.0,58.47,448.28
2025-04-26 03:26:00,20.0,57.87,444.18
2025-04-26 03:26:30,20.49,58.55,441.57
2025-04-26 03:27:00,20.87,60.22,445.68
2025-04-26 03:27:30,20.67,61.75,463.37
2025-04-26 03:28:00,21.0,64.41,472.63
2025-04-26 03:28:30,21.42,62.77,461.5
2025-04-26 03:29:00,21.4,60.27,455.57
2025-04-26 03:29:30,21.83,59.27,460.9
2025-04-26 03:30:00,21.15,58.53,471.13
2025-04-26 03:30:30,21.26,58.96,488.18
2025-04-26 03:31:00,21.91,57.65,501.36
2025-04-26 03:31:30,21.6,57.62,501.51
2025-04-26 03:32:00,22.14,55.93,506.03
2025-04-26 03:32:30,22.4,57.14,503.93
2025-04-26 03:33:00,22.9,56.08,515.4
2025-04-26 03:33:30,23.08,53.98,519.48
2025-04-26 03:34:00,23.17,53.44,512.11
2025-04-26 03:34:30,23.05,51.28,529.02
2025-04-26 03:35:00,22.48,50.29,540.47
2025-04-26 03:35:30,22.77,51.37,555.64
2025-04-26 03:36:00,22.62,49.8,564.08
2025-04-26 03:36:30,23.02,49.31,551.42
2025-04-26 03:37:00,23.64,50.17,537.69
2025-04-26 03:37:30,24.03,48.01,532.86
2025-04-26 03:38:00,23.46,47.05,524.53
2025-04-26 03:38:30,23.16,48.14,527.47
2025-04-26 03:39:00,23.47,49.78,523.75
2025-04-26 03:39:30,23.51,50.59,540.82
2025-04-26 03:40:00,23.96,52.66,551.0
2025-04-26 03:40:30,24.49,49.98,559.81
2025-04-26 03:41:00,24.6,50.06,554.54
2025-04-26 03:41:30,24.38,50.69,562.94
2025-04-26 03:42:00,23.64,51.01,557.33
2025-04-26 03:42:30,23.16,51.6,554.05
2025-04-26 03:43:00,22.83,50.45,556.86
2025-04-26 03:43:30,22.83,48.81,548.45
2025-04-26 03:44:00,22.73,49.42,537.95
2025-04-26 03:44:30,22.98,48.18,565.23
2025-04-26 03:45:00,22.51,47.0,567.17
2025-04-26 03:45:30,22.06,48.24,585.18
2025-04-26 03:46:00,21.86,48.5,580.01
2025-04-26 03:46:30,21.86,50.65,588.95
2025-04-26 03:47:00,21.41,52.97,600.57
2025-04-26 03:47:30,21.65,51.98,601.23
2025-04-26 03:48:00,21.26,52.68,598.06
2025-04-26 03:48:30,20.14,54.07,599.98
2025-04-26 03:49:00,20.68,53.86,601.86
2025-04-26 03:49:30,21.24,54.45,604.74
2025-04-26 03:50:00,22.84,54.19,606.43
2025-04-26 03:50:30,23.71,52.98,596.02
2025-04-26 03:51:00,22.99,53.78,602.28
2025-04-26 03:51:30,23.36,51.75,612.34
2025-04-26 03:52:00,23.96,51.61,612.66
2025-04-26 03:52:30,24.3,52.16,619.08
2025-04-26 03:53:00,23.76,51.9,606.96
2025-04-26 03:53:30,24.07,52.69,605.97
2025-04-26 03:54:00,24.22,50.36,614.55
2025-04-26 03:54:30,23.99,50.55,625.7
2025-04-26 03:55:00,23.61,52.35,626.94
2025-04-26 03:55:30,23.62,53.18,614.47
2025-04-26 03:56:00,23.92,53.27,624.84
2025-04-26 03:56:30,23.81,52.73,628.53
2025-04-26 03:57:00,23.78,50.97,626.59
2025-04-26 03:57:30,24.42,50.83,617.89
2025-04-26 03:58:00,24.77,48.05,596.69
2025-04-26 03:58:30,24.77,48.32,598.89
2025-04-26 03:59:00,24.33,48.09,584.9
2025-04-26 03:59:30,24.44,45.67,583.41
2025-04-26 04:00:00,24.57,43.04,578.19
2025-04-26 04:00:30,24.96,45.36,563.15
2025-04-26 04:01:00,25.13,43.51,549.69
2025-04-26 04:01:30,25.93,44.51,541.65
2025-04-26 04:02:00,26.04,45.47,543.46
2025-04-26 04:02:30,27.16,46.38,513.53
2025-04-26 04:03:00,27.02,45.27,511.49
2025-04-26 04:03:30,27.02,44.3,500.64
2025-04-26 04:04:00,27.71,45.19,493.94
2025-04-26 04:04:30,28.04,46.21,506.61
2025-04-26 04:05:00,27.52,47.38,500.53
2025-04-26 04:05:30,28.09,47.09,477.81
2025-04-26 04:06:00,28.11,44.41,475.64
2025-04-26 04:06:30,28.08,43.81,460.77
2025-04-26 04:07:00,27.53,42.54,458.29
2025-04-26 04:07:30,28.17,43.61,453.57
2025-04-26 04:08:00,28.81,41.55,460.42
2025-04-26 04:08:30,28.72,41.91,466.8
2025-04-26 04:09:00,28.38,43.11,466.71
2025-04-26 04:09:30,29.59,42.65,479.4
2025-04-26 04:10:00,29.91,40.89,493.01
2025-04-26 04:10:30,29.38,37.54,501.54
2025-04-26 04:11:00,29.91,37.62,498.93
2025-04-26 04:11:30,30.7,38.69,492.37
2025-04-26 04:12:00,31.07,36.83,486.78
2025-04-26 04:12:30,30.55,33.53,475.01
2025-04-26 04:13:00,31.16,31.88,469.51
2025-04-26 04:13:30,30.58,33.18,469.52
2025-04-26 04:14:00,30.82,33.02,457.81
2025-04-26 04:14:30,30.33,34.27,457.24
2025-04-26 04:15:00,30.72,30.0,468.34
2025-04-26 04:15:30,30.47,33.26,463.23
2025-04-26 04:16:00,30.49,34.25,454.47
2025-04-26 04:16:30,30.92,33.28,467.37
2025-04-26 04:17:00,31.32,34.03,460.12
2025-04-26 04:17:30,31.22,34.48,439.79
2025-04-26 04:18:00,30.94,35.88,427.11
2025-04-26 04:18:30,31.58,34.94,430.34
2025-04-26 04:19:00,31.01,35.67,434.97
2025-04-26 04:19:30,31.57,37.7,447.5
2025-04-26 04:20:00,31.68,35.86,460.74
2025-04-26 04:20:30,31.03,35.2,468.11
2025-04-26 04:21:00,31.25,37.59,468.07
2025-04-26 04:21:30,30.4,37.18,469.81
2025-04-26 04:22:00,30.23,39.3,467.34
2025-04-26 04:22:30,29.51,40.0,455.86
2025-04-26 04:23:00,30.36,40.4,441.83
2025-04-26 04:23:30,30.9,43.95,421.79
2025-04-26 04:24:00,31.35,44.68,423.54
2025-04-26 04:24:30,31.52,45.42,416.61
2025-04-26 04:25:00,32.23,43.39,436.2
2025-04-26 04:25:30,32.99,41.62,436.14
2025-04-26 04:26:00,33.7,40.88,434.52
2025-04-26 04:26:30,33.5,42.63,428.44
2025-04-26 04:27:00,33.5,43.44,426.37
2025-04-26 04:27:30,33.06,41.43,411.18
2025-04-26 04:28:00,32.47,38.85,403.92
2025-04-26 04:28:30,32.62,38.93,395.65
2025-04-26 04:29:00,32.11,37.44,381.77
2025-04-26 04:29:30,31.5,38.51,367.72
2025-04-26 04:30:00,31.5,37.58,392.0
2025-04-26 04:30:30,30.61,37.87,388.67
2025-04-26 04:31:00,30.22,38.35,390.22
2025-04-26 04:31:30,29.69,38.98,394.11
2025-04-26 04:32:00,30.34,38.07,408.82
2025-04-26 04:32:30,30.24,35.11,414.05
2025-04-26 04:33:00,30.2,33.78,423.38
2025-04-26 04:33:30,29.97,35.31,422.55
2025-04-26 04:34:00,30.34,36.33,427.29
2025-04-26 04:34:30,29.83,37.71,427.5
2025-04-26 04:35:00,30.83,38.42,435.02
2025-04-26 04:35:30,30.44,37.82,435.98
2025-04-26 04:36:00,29.86,36.06,434.9
2025-04-26 04:36:30,29.82,36.36,446.07
2025-04-26 04:37:00,29.62,37.38,444.62
2025-04-26 04:37:30,29.52,37.77,423.94
2025-04-26 04:38:00,29.56,36.81,414.65
2025-04-26 04:38:30,28.61,36.15,395.87
